target_gene,source_target_gene,dataset_id,dataset_context_id,canonical_context_id,study_id,perturbation_modality,crispri,n_cells,n_cells_status,n_cells_source,n_cells_scope,n_guides,n_control_cells,guide_level_metadata_available,raw_counts_available,knockdown_efficiency_available,knockdown_efficiency,source_variant_id,source_url,target_list_source,confidence,present_in_vcc2026_panel,assay_family,notes
ACAT2,ACAT2,vcc2025_h1,vcc2025_h1::H1,H1,vcc2025,CRISPRi,True,1765,exact,source_targets/vcc2025_h1_counts.csv,All cells retained in the scPertEval hosted representation after its documented cell QC and assigned to the perturbation label.,,38176,False,False,False,,vcc2025_h1_scperteval,https://storage.googleapis.com/scperteval/processed/arch1_processed_complete.h5ad,remote H5AD obs/perturbation categorical metadata,high,False,unknown,Cell counts are after scPertEval QC; original count-level representation is not verified here.
FASTKD5,FASTKD5,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,117,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FAU,FAU,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,134,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FBL,FBL,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,50,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FBLIM1,FBLIM1,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,196,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FBRSL1,FBRSL1,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,135,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FBXL14,FBXL14,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,311,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FBXO42,FBXO42,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,496,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FBXO5,FBXO5,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,16,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FBXW7,FBXW7,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,111,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FCF1,FCF1,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,86,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FDPS,FDPS,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,72,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FDXR,FDXR,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,90,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FEN1,FEN1,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,80,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FGFR1OP,FGFR1OP,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,33,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FIP1L1,FIP1L1,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,17,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FKBP9,FKBP9,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,111,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FNBP4,FNBP4,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,263,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FNTA,FNTA,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,64,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FNTB,FNTB,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,105,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FOLR3,FOLR3,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,186,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FOXD4,FOXD4,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,107,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FOXL2,FOXL2,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,92,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FOXO1,FOXO1,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,72,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FOXS1,FOXS1,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,29,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FRG2,FRG2,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,62,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FTSJ3,FTSJ3,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,67,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FUNDC2,FUNDC2,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,77,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FXN,FXN,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,53,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
